car-id,car-type,cluster,proj_x,proj_y
20153823083813-827,1,2,53348.277,58417.55
20153823093810-188,1,-1,88969.26,-119911.305
20153824013843-200,2,5,-17826.809,-84787.92
20153824013848-746,1,12,114083.15,152948.77
20153824023844-286,1,7,-199587.33,-76161.414
20153824023857-53,3,2,106906.46,88524.75
20153824043829-635,3,12,87816.66,136611.38
20153824083801-208,1,4,96118.54,48385.72
20153824083847-50,2,0,79671.83,-118845.86
20153824083858-992,3,0,67976.586,-111980.375
20153824093824-168,4,5,36106.15,-88049.72
20153824093852-393,1,4,104676.59,52204.895
20153824113843-804,1,4,120352.8,102078.45
20153824123805-820,4,3,-184887.48,68319.086
20153824123838-868,3,2,86869.305,140554.98
20153825023849-885,1,5,-11139.7,-85118.32
20153825033823-154,2,2,118424.195,94546.24
20153825093836-871,1,2,60376.82,65552.88
20153825103856-49,3,0,89245.836,-129984.22
20153825123835-385,1,12,107823.93,118889.555
20153826013830-715,1,4,148105.44,46065.84
20153826053837-25,2,3,-178327.6,181361.75
20153826053851-68,1,3,-194351.83,40025.4
20153826063809-399,1,13,61814.855,65033.434
20153826073859-860,3,2,53058.992,70536.88
20153826093802-90,1,13,114530.35,64186.316
20153826113840-759,1,6,-155651.61,-95242.46
20153827023814-492,1,12,65213.375,130227.87
20153827033840-612,3,3,-194634.05,79145.48
20153827043811-471,3,12,106050.59,142493.17
20153827043838-171,1,3,-189871.58,14029.084
20153827073826-547,1,5,29814.508,-84437.19
20153827123824-834,1,4,29923.197,36502.06
20153827123857-393,1,5,64854.527,-86172.99
20153828023832-687,3,0,172987.9,-139009.92
20153828023847-986,4,5,78530.32,-86481.86
20153828033825-526,2,0,31585.791,-113934.33
20153828043838-890,1,0,145069.88,-128845.68
20153828043844-886,5,5,92596.43,-87265.945
20153828073820-71,1,-1,-128451.41,-125832.93
20153828093806-862,2,3,-198837.73,-8803.722
20153828103812-353,1,2,111193.86,76745.37
20153828103822-230,1,2,74372.92,125461.58
20153829013810-820,1,12,82429.4,126755.336
20153829013813-529,2,2,93654.195,137138.64
20153829013822-10,1,3,-193938.61,72732.43
20153829013850-412,1,3,-173290.61,97937.73
20153829033801-987,2,11,121401.625,-128546.63
20153829033806-731,1,0,38836.043,-112351.266
20153829053832-818,2,4,181994.1,51149.77
20153829073814-789,2,3,-197615.53,-5585.309
20153829073857-994,1,3,-182590.23,109915.07
20153829083816-42,4,0,167484.94,-138206.58
20153829113840-796,2,7,-201564.52,-77100.19
20153829113849-125,1,6,-152177.6,-100972.836
20153829123844-783,3,12,74988.2,121575.59
20153830033808-10,3,3,-189131.0,23319.52
20153830053813-967,3,4,81616.734,61541.043
20153830103847-519,2,7,-201662.25,-76612.81
20153830123823-873,3,2,92224.44,80629.61
20153830123835-677,1,4,182678.22,52484.875
20153830123858-160,1,2,83133.72,78081.16
20153831023819-817,1,2,12003.607,73642.625
20153831033841-860,1,3,-194319.62,82448.13
20153831053831-162,6,5,99176.27,-87467.414
20153831053859-551,1,0,152543.97,-130160.07
20153831073807-668,1,3,-181540.55,115862.805
20153831073821-785,1,4,116987.97,146989.06
20153831073831-305,5,0,170684.62,-133660.3
20153831083826-894,1,-1,58818.086,-85964.69
20153831083843-375,2,11,65968.05,-118991.72
20153831093854-191,1,3,-176617.02,77365.75
20153831123814-376,2,3,-173854.0,101925.16
20153901033919-894,3,7,-199667.42,-76632.12
20153901033952-705,3,4,190291.64,51998.914
20153901053918-352,1,4,177697.81,114496.51
20153901093902-273,5,5,43784.21,-85083.1
20153901093935-546,3,4,92259.61,88691.914
20153901113923-917,1,4,147332.9,38418.184
20153901113955-499,6,0,39118.535,-134464.64
20153901123959-526,6,4,135551.28,90497.266
20153902073935-578,2,0,117007.01,-127964.586
20153902093914-109,1,3,-175561.7,89096.586
20153902113902-855,1,4,137802.4,37024.57
20153902113904-246,1,5,17369.227,-87415.35
20153902113957-47,3,2,57070.344,66055.8
20153902123943-115,2,5,-18228.22,-82247.4
20153903023914-632,1,2,112052.34,88884.27
20153903043925-167,2,2,148680.88,103502.71
20153903053902-75,3,1,-155938.78,-102767.87
20153903083917-995,3,2,56763.22,106661.836
20153903083921-101,1,3,-189843.17,9184.766
20153903103918-43,2,3,-194290.58,67329.664
20153903103958-735,3,0,52707.133,-110829.83
20153903123902-205,1,4,175407.67,44997.793
20153903123925-684,1,4,131750.7,107646.016
20153904013906-659,2,2,102613.18,87803.33
20153904043911-814,3,3,-188044.2,26140.904
20153904043916-955,2,7,-200234.75,-75823.76
20153904123927-503,3,5,64544.727,-85928.66
20153905033916-808,4,2,109774.57,145288.61
20153905043940-561,3,3,-183603.12,91555.984
20153905053924-916,6,5,90425.305,-91161.87
20153905073902-613,3,18,75421.586,-101639.73
20153905083900-16,3,3,-177365.97,74812.78
20153905083914-652,2P,16,86465.016,27021.021
20153905093930-439,2P,10,84433.414,-41283.52
20153905093959-243,3,2,66863.08,63185.055
20153905113904-390,2,0,91752.016,-117560.26
20153905113933-110,1,4,150091.75,32538.018
20153906013912-384,2,15,89333.836,116821.266
20153906013936-263,3,6,-153855.72,-99113.31
20153906043929-561,1,12,83004.305,129981.375
20153906043931-40,2,12,83300.734,130225.945
20153906073935-24,2,4,164383.4,100160.95
20153906083903-43,1,4,205597.14,126357.91
20153906083952-145,2P,17,-185832.34,-162335.98
20153906103904-615,1,2,72056.12,117713.66
20153906103944-585,3,-1,96842.984,-121219.78
20153906113925-617,2,0,93996.54,-125640.35
20153906123907-891,1,0,118701.445,-132670.38
20153906123909-784,2P,-1,77619.59,-77028.04
20153906123947-442,1,11,77723.62,-116050.805
20153907013929-325,5,5,-18001.033,-84790.12
20153907063953-451,2,3,-177404.9,69632.45
20153907063955-529,2,3,-193985.34,53630.426
20153907063956-520,4,0,150255.83,-135647.34
20153907083929-200,2,0,78500.06,-118101.33
20153907083950-363,2,3,-182193.83,115680.1
20153907093921-873,1,2,68112.64,63500.9
20153907103922-17,3,6,-156499.0,-94066.18
20153907123907-228,1,4,139553.05,52669.242
20153908013900-436,2,0,110184.6,-128521.48
20153908033902-198,3,4,154261.38,114779.42
20153908033947-597,1,0,130215.65,-116264.43
20153908033959-883,1,0,29738.625,-114136.41
20153908053938-958,2P,17,-183078.3,-185272.97
20153908063905-670,3,3,-194854.53,59146.543
20153908063950-119,1,0,48134.69,-110147.164
20153908083948-874,1,6,-145938.4,-100438.91
20153908093954-852,1,5,127688.47,-88874.31
20153908113930-121,1,3,-171965.19,113671.06
20153908123912-532,5,4,27149.35,41223.63
20153909013957-769,1,9,-117515.41,-133172.16
20153909043943-587,2,6,-163042.52,-90843.26
20153909063900-406,4,4,187684.1,117368.84
20153909063904-599,1,6,-167288.69,-97059.26
20153909063916-316,3,4,170509.8,30484.49
20153909083938-573,2,4,103183.695,36393.598
20153909083952-481,3,0,72935.52,-126821.79
20153909123913-261,2,2,85346.88,137083.34
20153909123939-465,3,3,-174966.98,84066.02
20153910023920-885,2P,10,126783.71,-34796.85
20153910033908-495,3,4,165948.78,52053.65
20153910033927-41,1,3,-173736.75,102138.125
20153910033941-688,3,13,156619.95,106745.984
20153910053957-154,2,2,50082.492,52700.953
20153910063929-445,1,4,187847.88,126018.695
20153910063931-835,2,4,160075.98,55115.72
20153910073928-690,1,0,61757.207,-119886.73
20153910103911-48,3,3,-193643.4,67626.8
20153910103950-220,3,3,-190151.77,8725.957
20153910103953-619,2P,17,-182923.7,-169442.81
20153910113902-207,1,2,76606.37,74049.086
20153910113938-766,3,18,89486.5,-103973.15
20153910123921-997,1,4,138154.55,51248.81
20153911023922-232,2P,-1,-212879.88,-35341.617
20153911023955-263,4,7,-199388.6,-76575.055
20153911053918-572,2,0,54489.45,-114027.5
20153911063920-320,2,8,15638.475,-90417.625
20153911063958-825,1,0,63844.938,-111696.945
20153911083955-135,1,12,64378.242,94549.65
20153911123946-418,1,5,54563.9,-89146.54
20153911123949-903,4,3,-185107.19,69523.875
20153912013934-463,1,11,117260.625,-123040.13
20153912053941-227,1,3,-189013.77,28476.201
20153912073954-48,2,4,109158.36,22822.613
20153912083903-728,1,4,157562.53,46830.402
20153912093939-687,1,3,-189222.23,23533.889
20153912103945-821,2,18,46146.824,-108844.516
20153912113915-546,1,13,111507.37,91028.2
20153912113932-996,2,11,180459.1,-150000.3
20153913013912-134,2,4,138104.97,36991.477
20153913013945-531,4,5,-19444.85,-84742.7
20153913013945-647,5,0,13848.699,-111372.4
20153913023914-536,2,2,98221.92,88804.91
20153913033930-161,6,5,85897.19,-86844.82
20153913043954-902,2,5,81782.85,-90853.61
20153914013948-961,2P,-1,-212265.58,-109428.96
20153914023918-636,1,2,98507.99,142619.5
20153914023919-152,1,12,78362.94,128766.266
20153914023937-328,2,4,150266.61,103707.88
20153914023947-993,1,4,122880.23,39227.64
20153914043919-947,1,3,-188646.4,15499.764
20153914043938-754,2,4,155676.11,109150.44
20153914053936-509,6,3,-194412.34,40940.605
20153914093936-718,1,2,158756.62,86894.43
20153914103924-207,3,4,119347.09,30229.826
20153914113913-928,2P,10,97754.984,-39376.28
20153914123913-490,3,1,-147702.42,-109172.58
20153914123920-944,1,4,130431.43,37304.867
20153914123956-26,3,3,-180656.2,147230.9
20153915023936-819,1,4,152987.52,99460.81
20153915033936-509,6,2,19926.316,79318.36
20153915033947-108,1,18,77862.12,-111014.445
20153915043953-171,2,3,-195011.72,79975.26
20153915063929-257,1,11,183496.64,-141921.05
20153915063956-500,3,0,59038.016,-107603.39
20153915063956-914,3,9,-109191.12,-139163.89
20153915073941-58,1,4,211439.53,47862.215
20153915073941-756,1,15,98174.5,128012.266
20153915083944-317,5,2,147472.73,172890.55
20153915093925-624,1,3,-189813.17,8937.08
20153915093952-584,4,3,-194277.11,55463.57
20153915103957-558,3,4,117447.02,81516.08
20153915113920-94,3,3,-174249.84,99494.77
20153916033930-668,3,4,181923.88,52929.504
20153916033945-707,1,18,87467.87,-105379.83
20153916043914-989,5,5,8570.839,-83397.38
20153916083923-377,1,2,53863.938,78021.3
20153916083938-856,3,5,120974.3,-88701.016
20153916093915-787,2P,16,97230.06,31204.033
20153916093939-270,3,4,214728.73,130890.27
20153916093940-375,2,0,61347.434,-111202.43
20153917013951-732,2,5,71761.73,-86286.61
20153917023952-510,3,2,97528.71,84394.586
20153917033947-416,3,15,107267.42,130727.4
20153917043928-276,4,3,-179401.47,161507.81
20153917053945-907,1,3,-173796.81,102329.52
20153917063918-461,1,4,85830.164,29746.62
20153917063943-246,1,12,28454.428,90743.586
20153917083902-936,2,7,-203589.02,-78396.91
20153917083932-320,2,2,57786.715,106908.44
20153917103955-556,3,0,184313.11,-141111.42
20153917113956-553,3,4,177934.62,45716.582
20153918023918-951,1,2,97664.3,86709.5
20153918023945-299,2,3,-194475.25,74600.12
20153918033905-675,1,11,109484.92,-125828.39
20153918063928-963,2,0,62489.88,-115346.35
20153918103955-36,2,0,182326.5,-141326.61
20153918123921-858,1,4,132320.81,107859.82
20153919013932-905,3,7,-202085.83,-77365.92
20153919023921-5,2,3,-194247.05,79630.08
20153919043929-699,2,5,83471.195,-90929.945
20153919053954-565,1,4,101668.13,43161.45
20153919063905-813,6,5,22445.414,-84034.695
20153919063911-237,3,3,-182835.12,103015.695
20153919063918-509,1,2,124932.4,144787.94
20153919093903-980,1,0,87056.195,-119447.875
20153919103944-791,2,3,-181449.2,126677.4
20153920013947-498,1,4,141797.36,99666.63
20153920053952-270,1,3,-179102.33,167276.53
20153920063926-150,5,4,186354.33,122804.48
20153920073940-995,1,9,-105031.23,-142314.98
20153920073949-207,1,2,52845.516,64238.9
20153920093919-134,1,13,95858.945,81719.51
20153920123932-501,2,8,31552.463,-91652.87
20153921023939-728,2,3,-193057.84,90552.414
20153921063925-19,4,4,188940.86,117413.49
20153921073905-218,4,3,-194362.55,47803.598
20153921093922-779,2,2,135883.83,93838.4
20153921113945-793,5,0,95239.125,-125317.46
20153922013946-38,3,3,-175042.38,91513.58
20153922023910-254,4,4,153205.8,99421.28
20153922023924-852,2,4,124313.92,109256.02
20153922053919-378,2,5,90092.47,-91297.125
20153922053933-770,1,3,-194216.44,40162.8
20153922063913-994,1,2,132146.28,161759.3
20153922073912-705,2,5,113680.68,-88293.15
20153922073948-796,1,2,148564.42,80098.6
20153922083923-991,3,2,53036.27,64470.0
20153922083950-986,2,0,79290.38,-118745.81
20153922093935-861,6,5,35897.51,-87932.34
20153922113902-456,1,11,112115.42,-125748.73
20153922113912-625,6,7,-204704.42,-78749.79
20153922123906-664,3,7,-201585.3,-77984.48
20153923043910-954,4,-1,-178673.38,-118880.94
20153923063952-372,3,2,44679.715,56247.516
20153923083952-869,1,4,95329.0,26946.24
20153923093923-432,3,12,66402.56,100111.35
20153923103919-117,1,0,77903.47,-109460.46
20153923123928-126,3,4,115917.24,103163.98
20153924013929-447,1,2,99265.73,91095.11
20153924023920-320,5,5,-5301.3545,-82774.164
20153924033931-701,2,0,29568.45,-114113.73
20153924033938-548,3,18,87110.81,-105789.71
20153924043927-887,1,4,172798.66,114415.96
20153924053923-735,5,2,124480.3,156242.48
20153924053939-189,3,2,48882.91,53265.977
20153924063922-140,1,7,-202970.25,-78288.79
20153924063948-428,2,3,-193712.83,61503.117
20153924083906-471,3,5,110541.63,-92552.77
20153924083911-558,2,3,-193823.08,60355.86
20153924093910-207,4,5,115443.72,-93031.26
20153924093924-473,1,4,148005.34,35800.695
20153924103929-927,3,1,-160815.61,-108200.84
20153925013909-748,5,7,-201989.6,-77321.22
20153925013917-321,3,4,141890.69,111310.33
20153925013947-835,3,3,-198827.66,2352.8389
20153925023931-202,2,2,61448.934,135365.75
20153925023956-683,2,2,105744.65,80019.016
20153925033910-145,1,3,-174458.78,97786.74
20153925033936-464,2,4,207847.78,57416.96
20153925063909-84,3,3,-189574.12,12834.808
20153925073944-948,1,3,-177676.16,70288.7
20153925093948-60,5,3,-194539.9,101523.445
20153926013940-342,1,3,-193949.84,77168.76
20153926053920-400,2,6,-162111.78,-91855.97
20153926063956-523,2,0,161844.1,-132164.1
20153926083902-744,2,0,104792.016,-117706.33
20153926083915-568,3,3,-178011.53,65468.41
20153926103929-911,2,4,136844.16,37428.875
20153927033926-724,3,3,-193354.34,66076.38
20153927053939-550,1,4,73292.27,58994.816
20153927063907-823,3,4,80073.53,111929.625
20153927073957-20,6,0,159518.78,-136764.92
20153927083928-87,1,4,96087.766,48173.504
20153927083929-384,1,3,-177092.34,81885.06
20153927083939-140,1,0,109021.32,-128707.836
20153927083957-348,3,4,205243.14,126418.77
20153927103940-785,2,0,182474.92,-141479.95
20153927113901-186,4,5,47887.37,-88787.79
20153928033930-548,4,3,-179773.62,154632.28
20153928033936-280,4,5,2207.8752,-83163.3
20153928053902-838,1,4,183203.47,59643.36
20153928053908-907,3,5,7258.2373,-86469.68
20153928053942-429,3,3,-195483.36,77411.03
20153928083935-276,1,4,106920.586,28671.121
20153928103909-2,1,4,113620.2,34554.97
20153928113920-541,3,4,20364.357,124160.41
20153928123900-472,1,-1,42924.86,-86924.52
20153929033929-134,5,2,108212.164,148708.34
20153929033938-399,1,6,-151276.1,-97195.96
20153929033958-663,1,0,114667.56,-136895.52
20153929063914-980,3,3,-194761.23,49476.05
20153929103913-137,3,3,-181540.75,126823.516
20153929113917-892,1,2,80049.99,123271.016
20153930013922-843,2,2,94283.58,134205.11
20153930013951-273,4,2,93595.72,138323.36
20153930043916-979,1,3,-178767.05,176798.08
20153930063946-911,1,4,78438.34,28868.404
20153930103903-13,1,6,-175899.1,-82785.88
20153930113943-456,2,4,126086.914,85980.21
20153930123905-665,1,4,158728.88,102952.83
20153931033915-279,1,5,1647.0813,-82990.26
20153931033925-158,4,3,-179913.98,155408.42
20153931053905-915,2,2,42577.875,73562.44
20153931093915-91,1,11,62472.633,-113695.06
20153931113929-38,1,3,-181874.69,143840.08
20153931123903-265,5,5,54707.535,-89300.42
20153931123938-639,2,4,117386.44,108410.96
20153931123943-847,3,3,-193680.97,83207.73
20154001014024-716,5,4,142030.45,99784.84
20154001014033-163,1,4,38283.336,41143.008
20154001024033-540,6,6,-165019.8,-89517.1
20154001034019-109,5,0,39048.41,-112246.766
20154001044056-714,3,2,121252.46,90241.06
20154001094026-804,3,4,111200.09,28366.562
20154001094055-572,2,8,25574.174,-94754.87
20154001124007-163,1,2,150672.06,95416.54
20154002044015-415,1,4,172528.12,103440.26
20154002064027-139,4,5,96741.0,-91630.88
20154002074029-503,1,4,93820.164,36511.535
20154002074031-133,1,4,102686.305,75424.914
20154002114020-604,2,4,129762.914,46208.637
20154002124037-486,1,3,-193451.16,74853.664
20154003034013-605,6,3,-184052.33,86717.734
20154003034016-1,2,12,82050.8,134499.84
20154003034049-950,3,3,-179512.12,154895.22
20154003044005-17,2,5,9103.381,-83479.62
20154003044030-751,4,0,37795.984,-115589.3
20154003054009-197,1,4,183242.33,52482.15
20154003064021-184,2,4,84312.45,30229.34
20154003064055-201,3,6,-160950.33,-91943.49
20154003074025-33,1,18,31150.916,-99100.305
20154003074029-430,1,2,53480.465,77473.76
20154003074043-575,6,7,-201060.39,-76300.766
20154003074050-280,1,2,52216.168,55061.305
20154003094016-490,5,4,214518.84,130915.94
20154003094041-201,1,4,107908.13,82839.45
20154003094045-516,2,3,-194488.92,56303.277
20154003094054-34,5,0,175707.5,-139646.56
20154003114038-680,2,3,-179993.23,137634.88
20154004014005-146,3,0,103000.44,-118267.414
20154004014055-23,3,2,99656.31,84209.414
20154004024021-315,2,4,151791.86,37514.414
20154004024041-501,1,0,29323.564,-110190.92
20154004024058-952,4,2,101206.05,143834.66
20154004044006-495,3,0,47322.145,-113616.74
20154004074058-4,1,0,71430.0,-117481.22
20154004104042-172,3,7,-201364.05,-77041.01
20154004104046-619,3,6,-143766.78,-101430.82
20154004124049-126,2P,10,112645.71,-38269.496
20154005024018-445,1,3,-174705.16,101094.19
20154005024056-186,3,3,-188196.4,23493.25
20154005064014-414,2,0,46787.402,-109355.7
20154005074020-834,2,0,61115.066,-110999.445
20154005074031-234,1,4,78009.73,17355.93
20154005084034-534,3,11,92490.875,-122613.11
20154005104045-45,1,3,-194675.53,60253.434
20154005114042-468,1,2,83973.52,79765.195
20154005124002-56,4,3,-194462.9,67029.98
20154006014046-882,1,2,102869.61,82440.93
20154006084010-188,3,0,72839.36,-126616.414
20154006094031-783,3,5,34354.723,-88028.44
20154006104030-674,4,0,195654.45,-137713.08
20154006114047-586,1,5,57908.184,-85568.6
20154007014009-69,2P,17,-184541.7,-176031.83
20154007044039-1,1,0,39881.43,-115397.9
